2016-02-24 13:45:43,234 [Worker-90] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-02-24 13:45:43,235 [Worker-90] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/JohnMM2014/Downloads/spring101Part1-master/PreSpringSample-02/src/main/resources
2016-02-24 13:45:43,237 [Worker-90] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-02-24 13:45:43,250 [Worker-90] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/JohnMM2014/Downloads/spring101Part1-master/PreSpringSample-02/src/test/resources
2016-02-24 13:45:43,307 [Worker-90] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-02-24 13:45:43,307 [Worker-90] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/JohnMM2014/Downloads/spring101Part1-master/PreSpringSample-03/src/main/resources
2016-02-24 13:45:43,310 [Worker-90] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-02-24 13:45:43,311 [Worker-90] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/JohnMM2014/Downloads/spring101Part1-master/PreSpringSample-03/src/test/resources
2016-02-24 13:45:43,497 [Worker-90] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-02-24 13:45:43,498 [Worker-90] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-02-24 13:45:43,505 [Worker-90] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-02-24 13:45:43,519 [Worker-90] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/JohnMM2014/Downloads/spring101Part1-master/SpringSample-01/src/test/resources
2016-02-24 13:45:44,043 [Worker-90] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-02-24 13:45:44,045 [Worker-90] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2016-02-24 13:45:44,313 [Worker-90] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-02-24 13:45:44,365 [Worker-90] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/JohnMM2014/Downloads/spring101Part1-master/SpringSample-01-Initial/src/test/resources
2016-02-24 13:50:31,161 [Worker-83] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
